high_season,min_diff,delay_15,period_day,TIPOVUELO
0,85,1,morning,N
0,4,0,morning,N
0,-4,0,morning,N
0,-1,0,morning,N
0,3,0,morning,N
0,16,1,morning,N
0,0,0,morning,N
0,0,0,morning,N
0,2,0,morning,N
0,-4,0,morning,N
0,-1,0,morning,N
0,0,0,morning,N
1,27,1,morning,N
1,-2,0,morning,N
1,0,0,morning,N
0,-3,0,morning,N
0,-4,0,morning,N
0,-5,0,morning,N
0,1,0,morning,N
0,-1,0,morning,N
0,-1,0,morning,N
0,9,0,morning,N
0,-1,0,morning,N
0,7,0,morning,N
0,26,1,morning,N
0,9,0,morning,N
0,2,0,morning,N
0,-1,0,morning,N
0,1,0,morning,N
0,-1,0,morning,N
0,26,1,morning,N
0,-2,0,morning,N
0,9,0,morning,N
0,-1,0,morning,N
0,81,1,morning,N
0,153,1,morning,N
1,-4,0,morning,N
0,-1,0,morning,N
0,2,0,morning,N
0,1,0,morning,N
0,-2,0,morning,N
0,3,0,morning,N
0,130,1,morning,N
0,12,0,morning,N
0,68,1,morning,N
1,0,0,morning,N
1,-3,0,morning,N
0,140,1,morning,N
0,28,1,morning,N
0,-4,0,morning,N
0,29,1,morning,N
0,1,0,morning,N
0,-2,0,morning,N
0,0,0,morning,N
0,3,0,morning,N
0,2,0,morning,N
0,119,1,morning,N
0,29,1,morning,N
0,1,0,morning,N
0,4,0,morning,N
0,2,0,morning,N
0,14,0,morning,N
1,6,0,afternoon,N
1,12,0,afternoon,N
0,0,0,afternoon,N
0,9,0,afternoon,N
0,-3,0,afternoon,N
0,5,0,afternoon,N
0,-4,0,afternoon,N
0,5,0,afternoon,N
0,-7,0,afternoon,N
0,55,1,morning,N
0,0,0,afternoon,N
0,-2,0,afternoon,N
0,0,0,afternoon,N
0,6,0,afternoon,N
0,3,0,morning,N
0,1,0,afternoon,N
0,3,0,afternoon,N
0,-5,0,afternoon,N
0,-1,0,afternoon,N
0,-2,0,afternoon,N
0,14,0,afternoon,N
0,18,1,afternoon,N
1,-1,0,afternoon,N
1,3,0,afternoon,N
1,6,0,afternoon,N
0,14,0,afternoon,N
0,-4,0,afternoon,N
0,-3,0,afternoon,N
0,3,0,afternoon,N
0,-2,0,afternoon,N
0,5,0,afternoon,N
0,-4,0,afternoon,N
0,3,0,afternoon,N
0,4,0,afternoon,N
0,-7,0,afternoon,N
0,-2,0,afternoon,N
0,11,0,afternoon,N
0,6,0,afternoon,N
0,-3,0,afternoon,N
0,-5,0,afternoon,N
0,2,0,afternoon,N
0,-2,0,afternoon,N
0,-2,0,afternoon,N
0,-4,0,afternoon,N
0,6,0,afternoon,N
0,0,0,afternoon,N
0,1,0,afternoon,N
0,6,0,afternoon,N
1,1,0,afternoon,N
1,-2,0,afternoon,N
1,2,0,afternoon,N
0,-3,0,afternoon,N
0,0,0,afternoon,N
0,4,0,afternoon,N
0,0,0,afternoon,N
0,-1,0,afternoon,N
0,122,1,afternoon,N
0,-9,0,afternoon,N
0,-3,0,afternoon,N
0,0,0,afternoon,N
0,0,0,afternoon,N
0,-7,0,afternoon,N
0,-2,0,afternoon,N
0,4,0,afternoon,N
0,-4,0,afternoon,N
0,-3,0,afternoon,N
0,-7,0,afternoon,N
0,14,0,afternoon,N
0,-1,0,afternoon,N
0,-1,0,afternoon,N
1,-3,0,afternoon,N
1,-3,0,afternoon,N
1,2,0,afternoon,N
0,-5,0,afternoon,N
0,4,0,afternoon,N
0,0,0,afternoon,N
0,-6,0,afternoon,N
0,-1,0,afternoon,N
0,23,1,afternoon,N
0,4,0,afternoon,N
0,0,0,afternoon,N
0,42,1,afternoon,N
0,0,0,afternoon,N
0,-5,0,afternoon,N
0,1,0,afternoon,N
0,13,0,afternoon,N
0,10,0,afternoon,N
0,0,0,afternoon,N
0,5,0,afternoon,N
0,6,0,afternoon,N
0,2,0,afternoon,N
0,-3,0,afternoon,N
0,-2,0,afternoon,N
0,13,0,afternoon,N
0,0,0,afternoon,N
0,2,0,afternoon,N
0,4,0,afternoon,N
0,15,0,afternoon,N
0,-1,0,afternoon,N
0,1,0,afternoon,N
0,4,0,afternoon,N
1,18,1,night,N
1,1,0,night,N
0,11,0,night,N
0,-5,0,night,N
0,-3,0,night,N
0,2,0,night,N
0,7,0,night,N
0,3,0,night,N
0,-3,0,night,N
0,-4,0,night,N
0,28,1,night,N
0,-2,0,night,N
0,3,0,night,N
0,-4,0,night,N
0,-2,0,night,N
0,8,0,night,N
0,0,0,night,N
0,-3,0,night,N
0,-2,0,night,N
0,-4,0,night,N
0,25,1,night,N
0,0,0,night,N
0,-3,0,night,N
0,2,0,night,N
0,3,0,night,N
0,10,0,night,N
0,10,0,night,N
0,1,0,night,N
0,-3,0,night,N
0,7,0,night,N
0,-2,0,night,N
0,7,0,night,N
1,1,0,morning,N
1,8,0,morning,N
1,4,0,morning,N
0,5,0,morning,N
0,10,0,morning,N
0,1,0,morning,N
0,1,0,morning,N
0,10,0,morning,N
0,0,0,morning,N
0,8,0,morning,N
0,1,0,morning,N
0,4,0,morning,N
0,1,0,morning,N
0,10,0,morning,N
0,5,0,morning,N
0,2,0,morning,N
0,6,0,morning,N
0,8,0,morning,N
0,3,0,morning,N
0,8,0,morning,N
0,7,0,morning,N
0,4,0,morning,N
0,5,0,morning,N
0,8,0,morning,N
0,11,0,morning,N
0,-5,0,morning,N
0,-1,0,morning,N
0,5,0,morning,N
0,6,0,morning,N
0,4,0,morning,N
0,8,0,morning,N
1,-1,0,morning,N
1,0,0,afternoon,N
0,-2,0,afternoon,N
0,-6,0,afternoon,N
0,-4,0,morning,N
0,-4,0,afternoon,N
0,6,0,afternoon,N
0,10,0,afternoon,N
0,-2,0,morning,N
0,13,0,afternoon,N
0,-1,0,afternoon,N
0,11,0,afternoon,N
0,5,0,morning,N
0,8,0,afternoon,N
0,-1,0,afternoon,N
0,-1,0,morning,N
1,12,0,afternoon,N
1,10,0,afternoon,N
1,5,0,afternoon,N
0,-1,0,afternoon,N
0,11,0,afternoon,N
0,-4,0,afternoon,N
0,-2,0,afternoon,N
0,-1,0,afternoon,N
0,-1,0,afternoon,N
0,3,0,afternoon,N
0,2,0,afternoon,N
0,0,0,afternoon,N
0,6,0,afternoon,N
0,8,0,afternoon,N
0,6,0,afternoon,N
0,-2,0,afternoon,N
0,2,0,afternoon,N
0,20,1,afternoon,N
0,0,0,afternoon,N
0,2,0,afternoon,N
0,83,1,afternoon,N
0,1,0,afternoon,N
0,6,0,afternoon,N
0,6,0,afternoon,N
0,-6,0,afternoon,N
0,-1,0,afternoon,N
0,0,0,afternoon,N
0,17,1,afternoon,N
1,27,1,afternoon,N
1,0,0,afternoon,N
1,-1,0,afternoon,N
0,0,0,afternoon,N
0,12,0,afternoon,N
0,-5,0,afternoon,N
0,-5,0,afternoon,N
0,2,0,afternoon,N
0,9,0,afternoon,N
0,0,0,afternoon,N
0,6,0,afternoon,N
0,2,0,afternoon,N
0,-5,0,afternoon,N
0,-3,0,afternoon,N
0,1,0,afternoon,N
0,2,0,afternoon,N
0,4,0,afternoon,N
0,-1,0,afternoon,N
0,-1,0,afternoon,N
0,0,0,afternoon,N
0,-2,0,afternoon,N
0,4,0,afternoon,N
0,87,1,afternoon,N
0,1,0,afternoon,N
0,0,0,afternoon,N
0,1,0,afternoon,N
0,-5,0,afternoon,N
0,7,0,afternoon,N
0,0,0,afternoon,N
0,0,0,afternoon,N
0,11,0,afternoon,N
1,14,0,morning,N
1,1,0,morning,N
0,-3,0,afternoon,N
0,-1,0,morning,N
0,6,0,afternoon,N
0,-2,0,morning,N
0,0,0,morning,N
0,-2,0,afternoon,N
0,5,0,morning,N
0,2,0,afternoon,N
0,11,0,morning,N
0,2,0,morning,N
0,2,0,afternoon,N
0,1,0,morning,N
0,-6,0,afternoon,N
0,5,0,morning,N
0,-1,0,morning,N
0,3,0,afternoon,N
0,1,0,morning,N
0,2,0,afternoon,N
0,-2,0,morning,N
0,0,0,morning,N
1,-1,0,afternoon,N
0,120,1,afternoon,N
0,-8,0,afternoon,N
0,-1,0,afternoon,N
0,1,0,afternoon,N
0,5,0,afternoon,N
0,5,0,afternoon,N
0,6,0,afternoon,N
0,5,0,afternoon,N
0,-2,0,afternoon,N
0,0,0,afternoon,N
0,-2,0,afternoon,N
0,5,0,afternoon,N
1,1,0,morning,N
1,0,0,morning,N
1,20,1,morning,N
0,-1,0,morning,N
0,3,0,morning,N
0,6,0,morning,N
0,17,1,morning,N
0,0,0,morning,N
0,12,0,morning,N
0,10,0,morning,N
0,2,0,morning,N
0,0,0,morning,N
0,-4,0,morning,N
0,-3,0,morning,N
0,10,0,morning,N
0,-2,0,morning,N
0,10,0,morning,N
0,6,0,morning,N
0,48,1,morning,N
0,131,1,morning,N
0,0,0,morning,N
0,7,0,morning,N
0,1,0,morning,N
0,-1,0,morning,N
0,1,0,morning,N
0,1,0,morning,N
0,15,0,morning,N
0,-2,0,morning,N
0,2,0,morning,N
0,25,1,morning,N
1,-1,0,morning,N
1,-3,0,morning,N
1,23,1,morning,N
0,2,0,morning,N
0,1,0,morning,N
0,-2,0,morning,N
0,-1,0,morning,N
0,0,0,morning,N
0,8,0,morning,N
0,12,0,morning,N
0,2,0,morning,N
0,4,0,morning,N
0,0,0,morning,N
0,0,0,morning,N
0,2,0,morning,N
0,1,0,morning,N
0,10,0,morning,N
0,110,1,morning,N
1,0,0,afternoon,N
1,-2,0,afternoon,N
0,0,0,afternoon,N
0,13,0,afternoon,N
0,0,0,afternoon,N
0,5,0,morning,N
0,-1,0,afternoon,N
0,0,0,afternoon,N
0,3,0,afternoon,N
0,10,0,afternoon,N
0,4,0,afternoon,N
0,21,1,morning,N
0,-2,0,afternoon,N
0,2,0,afternoon,N
0,-1,0,afternoon,N
0,0,0,afternoon,N
0,3,0,afternoon,N
0,2,0,afternoon,N
0,3,0,afternoon,N
0,44,1,afternoon,N
0,4,0,afternoon,N
0,5,0,afternoon,N
0,3,0,morning,N
0,4,0,afternoon,N
0,1,0,afternoon,N
0,-5,0,afternoon,N
0,0,0,afternoon,N
0,3,0,afternoon,N
0,2,0,afternoon,N
1,-2,0,night,N
1,15,0,afternoon,N
0,8,0,afternoon,N
0,10,0,afternoon,N
0,1,0,night,N
0,1,0,afternoon,N
0,-1,0,night,N
0,2,0,afternoon,N
0,-4,0,afternoon,N
0,1,0,afternoon,N
0,1,0,night,N
0,-2,0,afternoon,N
0,5,0,night,N
0,6,0,afternoon,N
0,5,0,afternoon,N
0,4,0,afternoon,N
0,0,0,night,N
0,0,0,night,N
0,-1,0,afternoon,N
0,-1,0,afternoon,N
0,0,0,afternoon,N
0,0,0,night,N
0,35,1,afternoon,N
0,7,0,night,N
0,12,0,afternoon,N
1,2,0,night,N
1,6,0,night,N
0,2,0,night,N
0,3,0,night,N
0,10,0,night,N
0,15,0,night,N
0,4,0,night,N
0,5,0,night,N
0,7,0,night,N
0,5,0,night,N
0,0,0,night,N
0,13,0,night,N
0,39,1,night,N
0,3,0,night,N
0,3,0,night,N
0,2,0,night,N
0,8,0,night,N
1,6,0,night,N
1,145,1,night,N
0,-1,0,night,N
0,-2,0,night,N
0,1,0,night,N
0,44,1,night,N
0,0,0,night,N
0,7,0,night,N
0,5,0,night,N
0,0,0,night,N
0,1,0,night,N
1,5,0,morning,N
1,0,0,morning,N
1,2,0,morning,N
0,-1,0,morning,N
0,29,1,morning,N
0,-4,0,morning,N
0,6,0,morning,N
0,2,0,morning,N
0,0,0,morning,N
0,4,0,morning,N
0,-2,0,morning,N
0,7,0,morning,N
0,3,0,morning,N
0,-1,0,morning,N
0,0,0,morning,N
0,4,0,morning,N
0,3,0,morning,N
0,2,0,morning,N
0,0,0,morning,N
0,8,0,morning,N
0,4,0,morning,N
0,-4,0,morning,N
0,0,0,morning,N
0,7,0,morning,N
0,13,0,morning,N
0,13,0,morning,N
0,8,0,morning,N
1,10,0,afternoon,N
1,4,0,afternoon,N
1,9,0,afternoon,N
0,-5,0,afternoon,N
0,-1,0,afternoon,N
0,2,0,afternoon,N
0,-2,0,afternoon,N
0,7,0,afternoon,N
0,1,0,afternoon,N
0,2,0,afternoon,N
0,9,0,afternoon,N
0,-2,0,afternoon,N
0,-8,0,afternoon,N
0,-1,0,afternoon,N
0,2,0,afternoon,N
0,8,0,afternoon,N
0,6,0,afternoon,N
0,-3,0,afternoon,N
0,-1,0,afternoon,N
0,-5,0,afternoon,N
0,-3,0,afternoon,N
0,0,0,afternoon,N
0,1,0,afternoon,N
0,6,0,afternoon,N
0,-1,0,afternoon,N
0,-2,0,afternoon,N
0,-5,0,afternoon,N
0,1,0,afternoon,N
0,16,1,afternoon,N
0,-2,0,afternoon,N
0,15,0,afternoon,N
1,4,0,morning,N
1,11,0,afternoon,N
1,-7,0,morning,N
0,2,0,morning,N
0,4,0,afternoon,N
0,5,0,afternoon,N
0,5,0,morning,N
0,9,0,morning,N
0,56,1,afternoon,N
0,11,0,afternoon,N
0,1,0,morning,N
0,-2,0,morning,N
0,5,0,afternoon,N
0,-2,0,afternoon,N
0,1,0,morning,N
0,14,0,morning,N
0,10,0,afternoon,N
0,1,0,afternoon,N
1,2,0,morning,N
0,5,0,morning,N
0,-6,0,morning,N
0,2,0,morning,N
0,4,0,morning,N
0,-4,0,morning,N
0,4,0,morning,N
0,1,0,morning,N
0,-2,0,morning,N
0,2,0,morning,N
0,14,0,morning,N
0,2,0,morning,N
0,16,1,morning,N
1,-4,0,morning,N
1,-4,0,afternoon,N
0,15,0,afternoon,N
0,2,0,afternoon,N
0,-4,0,morning,N
0,6,0,afternoon,N
0,0,0,afternoon,N
0,1,0,afternoon,N
0,6,0,afternoon,N
0,4,0,afternoon,N
0,9,0,afternoon,N
0,26,1,afternoon,N
0,10,0,afternoon,N
1,5,0,morning,N
1,8,0,morning,N
1,45,1,morning,N
0,8,0,morning,N
0,0,0,morning,N
0,-3,0,morning,N
0,3,0,morning,N
0,37,1,morning,N
0,3,0,morning,N
0,5,0,morning,N
0,3,0,morning,N
0,2,0,morning,N
0,13,0,morning,N
0,12,0,morning,N
0,5,0,morning,N
0,0,0,morning,N
0,1,0,morning,N
0,0,0,morning,N
0,2,0,morning,N
0,17,1,morning,N
0,95,1,morning,N
0,6,0,morning,N
0,4,0,morning,N
0,6,0,morning,N
0,9,0,morning,N
0,-3,0,morning,N
0,2,0,morning,N
0,6,0,morning,N
0,9,0,morning,N
0,3,0,morning,N
0,9,0,morning,N
1,7,0,afternoon,N
1,20,1,afternoon,N
1,1,0,morning,N
0,60,1,afternoon,N
0,18,1,morning,N
0,6,0,afternoon,N
0,19,1,morning,N
0,36,1,afternoon,N
0,0,0,morning,N
0,10,0,afternoon,N
0,5,0,morning,N
0,4,0,afternoon,N
0,15,0,morning,N
0,2,0,afternoon,N
0,2,0,afternoon,N
0,8,0,morning,N
0,8,0,afternoon,N
0,1,0,morning,N
0,2,0,afternoon,N
0,-4,0,morning,N
0,0,0,afternoon,N
0,0,0,morning,N
0,3,0,afternoon,N
0,2,0,morning,N
0,29,1,afternoon,N
0,3,0,afternoon,N
0,5,0,afternoon,N
0,8,0,morning,N
1,4,0,afternoon,N
1,21,1,afternoon,N
1,13,0,afternoon,N
0,-2,0,afternoon,N
0,15,0,afternoon,N
0,3,0,afternoon,N
0,-2,0,afternoon,N
0,-13,0,afternoon,N
0,7,0,afternoon,N
0,50,1,afternoon,N
0,0,0,afternoon,N
0,-1,0,afternoon,N
0,-1,0,afternoon,N
0,2,0,afternoon,N
0,1,0,afternoon,N
0,4,0,afternoon,N
0,1,0,afternoon,N
0,1,0,afternoon,N
0,13,0,afternoon,N
0,-1,0,afternoon,N
0,5,0,afternoon,N
0,3,0,afternoon,N
0,4,0,afternoon,N
0,4,0,afternoon,N
0,0,0,afternoon,N
0,-13,0,afternoon,N
0,-2,0,afternoon,N
0,0,0,afternoon,N
0,12,0,afternoon,N
0,8,0,afternoon,N
0,20,1,afternoon,N
0,-5,0,night,N
0,13,0,night,N
0,1,0,night,N
1,9,0,night,N
1,3,0,night,N
0,6,0,night,N
0,0,0,night,N
0,1,0,night,N
0,5,0,night,N
0,65,1,night,N
0,9,0,night,N
0,3,0,night,N
0,3,0,night,N
0,10,0,night,N
0,2,0,night,N
0,1,0,night,N
0,0,0,night,N
0,3,0,night,N
0,16,1,night,N
0,0,0,night,N
0,0,0,night,N
0,5,0,night,N
1,3,0,morning,N
1,8,0,morning,N
1,42,1,morning,N
0,6,0,morning,N
0,3,0,morning,N
0,4,0,morning,N
0,1,0,morning,N
0,1,0,morning,N
0,9,0,morning,N
0,8,0,morning,N
0,2,0,morning,N
0,6,0,morning,N
0,1,0,morning,N
0,1,0,morning,N
0,2,0,morning,N
0,2,0,morning,N
0,3,0,morning,N
0,-1,0,morning,N
0,11,0,morning,N
0,-3,0,morning,N
0,-2,0,morning,N
0,8,0,morning,N
0,54,1,morning,N
0,3,0,morning,N
0,2,0,morning,N
0,12,0,morning,N
0,30,1,morning,N
0,47,1,morning,N
0,3,0,morning,N
0,3,0,morning,N
1,0,0,morning,N
1,-2,0,morning,N
1,4,0,morning,N
0,-1,0,morning,N
0,-5,0,morning,N
0,-2,0,morning,N
0,-1,0,morning,N
0,0,0,morning,N
0,-1,0,morning,N
0,-4,0,morning,N
0,1,0,morning,N
0,5,0,morning,N
0,-6,0,morning,N
0,17,1,morning,N
0,18,1,morning,N
0,12,0,morning,N
0,-4,0,morning,N
0,4,0,morning,N
0,1,0,morning,N
0,-4,0,morning,N
0,-1,0,morning,N
0,-2,0,morning,N
0,0,0,morning,N
0,-4,0,morning,N
0,6,0,morning,N
0,2,0,morning,N
0,5,0,morning,N
0,-1,0,morning,N
0,-3,0,morning,N
0,-1,0,morning,N
0,1,0,morning,N
0,25,1,morning,N
0,-1,0,morning,N
0,2,0,morning,N
0,-2,0,morning,N
0,-1,0,morning,N
0,-2,0,morning,N
0,9,0,morning,N
0,7,0,morning,N
1,-1,0,afternoon,N
0,-7,0,afternoon,N
0,-2,0,afternoon,N
0,2,0,afternoon,N
0,-6,0,afternoon,N
0,-2,0,afternoon,N
0,-2,0,afternoon,N
0,-2,0,afternoon,N
1,0,0,afternoon,N
1,2,0,afternoon,N
1,-1,0,afternoon,N
0,-1,0,afternoon,N
0,1,0,afternoon,N
0,7,0,afternoon,N
0,-5,0,afternoon,N
0,-3,0,afternoon,N
0,6,0,afternoon,N
0,-2,0,afternoon,N
0,10,0,afternoon,N
0,-4,0,afternoon,N
0,-2,0,afternoon,N
0,0,0,afternoon,N
0,-3,0,afternoon,N
0,-3,0,afternoon,N
0,18,1,afternoon,N
0,12,0,afternoon,N
0,-1,0,afternoon,N
0,5,0,afternoon,N
0,-2,0,afternoon,N
0,-4,0,afternoon,N
0,19,1,afternoon,N
0,1,0,afternoon,N
0,-4,0,afternoon,N
0,-2,0,afternoon,N
0,4,0,afternoon,N
0,1,0,afternoon,N
0,-4,0,afternoon,N
0,-4,0,afternoon,N
0,-3,0,afternoon,N
1,-1,0,afternoon,N
1,8,0,night,N
1,23,1,night,N
0,-3,0,night,N
0,-4,0,afternoon,N
0,-4,0,night,N
0,-3,0,night,N
0,5,0,night,N
0,7,0,night,N
0,9,0,afternoon,N
0,-1,0,night,N
0,10,0,night,N
0,-4,0,night,N
0,2,0,night,N
0,0,0,afternoon,N
0,20,1,night,N
0,2,0,night,N
0,2,0,night,N
0,7,0,night,N
0,-5,0,afternoon,N
0,12,0,night,N
0,6,0,night,N
0,-1,0,morning,N
0,3,0,morning,N
0,1,0,morning,N
0,1,0,morning,N
1,-4,0,afternoon,N
0,-3,0,afternoon,N
0,-2,0,afternoon,N
0,-6,0,afternoon,N
0,16,1,afternoon,N
0,1,0,afternoon,N
0,1,0,afternoon,N
0,0,0,afternoon,N
0,0,0,afternoon,N
0,-4,0,afternoon,N
0,-2,0,afternoon,N
0,3,0,afternoon,N
0,1,0,afternoon,N
1,13,0,night,N
1,10,0,afternoon,N
1,6,0,afternoon,N
0,16,1,afternoon,N
0,-3,0,afternoon,N
0,-1,0,afternoon,N
0,33,1,night,N
0,2,0,afternoon,N
0,1,0,afternoon,N
0,5,0,afternoon,N
0,1,0,afternoon,N
0,1,0,afternoon,N
0,6,0,night,N
0,0,0,night,N
0,3,0,afternoon,N
0,1,0,afternoon,N
0,-5,0,afternoon,N
0,0,0,afternoon,N
0,2,0,night,N
0,-2,0,night,N
0,125,1,afternoon,N
0,-4,0,afternoon,N
0,1,0,night,N
0,1,0,afternoon,N
0,6,0,night,N
0,13,0,afternoon,N
0,6,0,afternoon,N
1,-2,0,afternoon,N
1,0,0,afternoon,N
1,2,0,afternoon,N
0,2,0,afternoon,N
0,7,0,night,N
0,14,0,night,N
0,-3,0,afternoon,N
0,2,0,afternoon,N
0,-1,0,afternoon,N
0,1,0,afternoon,N
0,0,0,night,N
0,7,0,night,N
0,0,0,afternoon,N
0,-5,0,afternoon,N
0,-1,0,afternoon,N
0,-2,0,night,N
0,-3,0,night,N
0,4,0,night,N
0,1,0,afternoon,N
0,-4,0,afternoon,N
0,-7,0,afternoon,N
0,-1,0,night,N
0,-1,0,night,N
0,13,0,night,N
0,0,0,afternoon,N
0,0,0,afternoon,N
0,-1,0,afternoon,N
1,8,0,afternoon,N
1,3,0,night,N
1,-4,0,afternoon,N
0,13,0,night,N
0,-3,0,night,N
0,-3,0,afternoon,N
0,38,1,night,N
0,-1,0,afternoon,N
0,22,1,night,N
0,0,0,night,N
0,-5,0,afternoon,N
0,5,0,afternoon,N
0,28,1,night,N
0,-7,0,night,N
0,-4,0,afternoon,N
0,34,1,afternoon,N
0,3,0,afternoon,N
0,12,0,night,N
0,-3,0,night,N
0,3,0,afternoon,N
0,0,0,night,N
0,4,0,afternoon,N
1,-2,0,morning,N
0,-4,0,night,N
0,-4,0,night,N
0,-4,0,night,N
0,-4,0,night,N
1,1,0,afternoon,N
1,3,0,night,N
1,4,0,night,N
0,-1,0,night,N
0,0,0,night,N
0,0,0,afternoon,N
0,-2,0,afternoon,N
0,3,0,night,N
0,11,0,night,N
0,-6,0,night,N
0,-3,0,afternoon,N
0,5,0,night,N
0,3,0,night,N
0,18,1,night,N
0,-1,0,night,N
0,1,0,afternoon,N
0,10,0,night,N
0,-1,0,night,N
0,11,0,night,N
0,-4,0,night,N
0,7,0,afternoon,N
0,-4,0,night,N
0,5,0,night,N
1,-2,0,morning,N
1,0,0,afternoon,N
0,-1,0,morning,N
0,-4,0,afternoon,N
0,-2,0,morning,N
0,-3,0,afternoon,N
0,4,0,morning,N
0,18,1,afternoon,N
0,2,0,morning,N
0,1,0,afternoon,N
1,9,0,morning,N
0,5,0,morning,N
0,20,1,morning,N
0,-4,0,morning,N
0,-3,0,morning,N
0,-5,0,morning,N
0,-1,0,morning,N
0,7,0,morning,N
0,-3,0,morning,N
1,6,0,afternoon,N
1,5,0,morning,N
1,9,0,afternoon,N
0,1,0,morning,N
0,-1,0,afternoon,N
0,1,0,morning,N
0,2,0,afternoon,N
0,5,0,morning,N
0,-3,0,afternoon,N
0,11,0,morning,N
0,6,0,afternoon,N
0,6,0,morning,N
0,-2,0,afternoon,N
0,13,0,morning,N
0,-1,0,afternoon,N
0,1,0,morning,N
0,-1,0,afternoon,N
0,5,0,morning,N
0,-5,0,afternoon,N
1,2,0,night,N
1,-5,0,night,N
0,3,0,night,N
0,-3,0,night,N
0,10,0,night,N
0,-3,0,night,N
0,-7,0,night,N
0,7,0,night,N
0,-2,0,night,N
0,-2,0,night,N
0,8,0,night,N
0,2,0,night,N
0,-5,0,night,N
0,-1,0,night,N
0,-3,0,night,N
0,-3,0,night,N
0,-2,0,night,N
0,2,0,night,N
1,1,0,afternoon,N
1,4,0,afternoon,N
1,-1,0,morning,N
0,1,0,morning,N
0,0,0,morning,N
0,4,0,morning,N
0,6,0,afternoon,N
0,2,0,afternoon,N
0,-5,0,afternoon,N
0,2,0,morning,N
0,6,0,afternoon,N
0,8,0,morning,N
0,-2,0,afternoon,N
0,-7,0,afternoon,N
0,1,0,afternoon,N
0,6,0,afternoon,N
0,-2,0,morning,N
0,3,0,afternoon,N
0,62,1,afternoon,N
0,-3,0,afternoon,N
0,9,0,afternoon,N
0,0,0,afternoon,N
0,1,0,morning,N
0,3,0,afternoon,N
0,2,0,morning,N
0,4,0,afternoon,N
0,8,0,afternoon,N
0,-1,0,afternoon,N
0,-5,0,afternoon,N
1,4,0,morning,N
1,6,0,morning,N
1,-2,0,morning,N
0,-1,0,morning,N
0,-1,0,morning,N
0,0,0,morning,N
0,2,0,morning,N
0,-2,0,morning,N
0,1,0,morning,N
0,8,0,morning,N
0,16,1,morning,N
0,0,0,morning,N
0,-1,0,morning,N
0,-2,0,morning,N
0,2,0,morning,N
0,-2,0,morning,N
0,4,0,morning,N
0,2,0,morning,N
0,-2,0,morning,N
0,1,0,morning,N
0,1,0,morning,N
0,2,0,morning,N
0,4,0,morning,N
0,2,0,morning,N
0,3,0,morning,N
0,2,0,morning,N
1,6,0,afternoon,N
1,0,0,afternoon,N
0,0,0,afternoon,N
0,-1,0,afternoon,N
0,17,1,afternoon,N
0,0,0,afternoon,N
0,2,0,afternoon,N
0,3,0,afternoon,N
0,1,0,afternoon,N
0,-2,0,afternoon,N
0,-1,0,afternoon,N
0,0,0,afternoon,N
0,-3,0,afternoon,N
0,-5,0,afternoon,N
0,-8,0,afternoon,N
0,34,1,afternoon,N
0,-3,0,afternoon,N
0,0,0,afternoon,N
1,5,0,afternoon,N
1,1,0,afternoon,N
0,2,0,afternoon,N
0,-6,0,afternoon,N
0,3,0,afternoon,N
0,1,0,afternoon,N
0,0,0,afternoon,N
0,54,1,afternoon,N
0,1,0,afternoon,N
0,1,0,afternoon,N
0,-1,0,afternoon,N
0,2,0,afternoon,N
0,0,0,afternoon,N
0,18,1,afternoon,N
0,-7,0,afternoon,N
0,5,0,afternoon,N
0,1,0,afternoon,N
0,7,0,afternoon,N
0,10,0,afternoon,N
0,3,0,afternoon,N
0,0,0,afternoon,N
0,-2,0,afternoon,N
0,-1,0,afternoon,N
0,10,0,afternoon,N
0,-2,0,afternoon,N
0,-3,0,afternoon,N
0,-1,0,afternoon,N
0,2,0,afternoon,N
0,-4,0,afternoon,N
0,1,0,afternoon,N
1,0,0,afternoon,N
1,2,0,afternoon,N
0,-4,0,afternoon,N
0,14,0,afternoon,N
0,10,0,afternoon,N
0,-3,0,afternoon,N
0,-4,0,afternoon,N
0,-12,0,afternoon,N
0,0,0,afternoon,N
0,3,0,afternoon,N
0,0,0,afternoon,N
0,-3,0,afternoon,N
0,-2,0,afternoon,N
0,-4,0,afternoon,N
0,-2,0,afternoon,N
1,-1,0,night,N
1,14,0,night,N
1,3,0,night,N
0,24,1,night,N
0,-1,0,night,N
0,12,0,night,N
0,-2,0,night,N
0,-1,0,night,N
0,2,0,night,N
0,-3,0,night,N
0,8,0,night,N
0,-2,0,night,N
0,-3,0,night,N
0,-4,0,night,N
0,1,0,night,N
0,1,0,night,N
0,0,0,night,N
0,-2,0,night,N
0,0,0,night,N
0,0,0,night,N
0,8,0,night,N
0,2,0,night,N
0,-2,0,night,N
0,0,0,night,N
0,-3,0,night,N
0,-2,0,night,N
0,23,1,night,N
1,-3,0,night,N
1,5,0,night,N
0,0,0,night,N
0,6,0,night,N
0,-5,0,morning,N
0,26,1,night,N
0,-3,0,night,N
0,-1,0,morning,N
0,1,0,night,N
0,8,0,night,N
0,-3,0,morning,N
0,-1,0,night,N
0,-3,0,night,N
0,-5,0,night,N
0,1,0,night,N
0,0,0,night,N
0,3,0,night,N
1,-2,0,night,N
0,-3,0,night,N
0,2,0,night,N
0,-1,0,night,N
0,-2,0,night,N
0,15,0,night,N
1,35,1,night,N
1,1,0,night,N
1,1,0,night,N
0,1,0,night,N
